file,r_i_glide_gscore,r_i_docking_score
D715-0831,-6.60040479041344,-5.03090479041344
D126-0213,-5.39812622644614,-5.03082622644614
G192-0544,-5.44151407797419,-5.03081407797419
L879-0078,-5.07999070175161,-5.03079070175161
J106-0702,-7.51288258267401,-5.03058258267401
C724-0295,-7.54914489344873,-5.03044489344873
CM2409-6136,-7.30499822198228,-5.03019822198228
D585-0165,-5.70719349833757,-5.02999349833757
Y020-2703,-7.04429994140829,-5.02989994140829
6844-3266,-5.84944655968675,-5.02984655968675
J102-0084,-7.54042863221755,-5.02972863221755
D089-0326,-5.17525784182001,-5.02955784182001
2421-0809,-7.42831924681469,-5.02951924681468
CM2409-6090,-6.679873432262,-5.029473432262
Y041-6146,-5.40785067761756,-5.02935067761756
CM2409-2857,-7.19362059823017,-5.02872059823017
E140-0033,-7.68225287535903,-5.02865287535903
V005-9717,-7.17066233801858,-5.02856233801858
Y020-2369,-5.89590001419983,-5.02850001419983
P814-5004,-5.03766747221803,-5.02846747221803
P895-0023,-5.02831218503494,-5.02831218503494
J006-0849,-6.41041058295367,-5.02831058295367
2945-0034,-7.07399219719894,-5.02829219719894
3565-0672,-7.2040658926378,-5.0282658926378
C200-7502,-7.58404995985221,-5.02824995985221
Z250-1343,-7.14004196651678,-5.02804196651678
K784-7370,-5.02797826421267,-5.02797826421267
D011-4154,-6.32724235544363,-5.02794235544363
M564-0547,-5.98255785128219,-5.02775785128219
G730-0487,-5.08353864394875,-5.02773864394875
V014-5300,-5.43829126506294,-5.02759126506294
C202-3074,-5.02724883299916,-5.02724883299916
Y070-0888,-6.66579999993404,-5.02709999993404
CM3884-1236,-7.72574341976457,-5.02694341976457
P767-0319,-7.70092198265639,-5.02692198265639
L879-0232,-6.13522979484382,-5.02682979484382
D144-0271,-6.52178809495162,-5.02658809495162
Y041-7043,-5.43721903986403,-5.02651903986403
4483-3241,-5.02645717569849,-5.02645717569849
V003-9945,-5.43682377624433,-5.02612377624433
G669-0131,-5.02611798023245,-5.02611798023245
C174-0490,-6.13421348380276,-5.02611348380276
G856-2154,-5.09241151528614,-5.02611151528614
V014-6058,-6.66253401414428,-5.02593401414428
P809-0856,-6.17803237833214,-5.02583237833214
L872-0142,-7.4341892443881,-5.0257892443881
F018-0232,-7.61820793585452,-5.02570793585452
T482-1881,-5.37449706669834,-5.02569706669834
P809-0760,-6.17772970340314,-5.02552970340314
E470-0720,-7.21357972350429,-5.02527972350429
D345-0482,-5.02527809685423,-5.02527809685423
G881-0201,-5.02516489788818,-5.02516489788818
Y041-3713,-7.06758548476599,-5.02508548476599
4286-0084,-7.6854462575441,-5.0250462575441
L872-0091,-6.39187757151181,-5.02497757151181
4340-1276,-5.57885245043657,-5.02495245043657
8640-0669,-5.02494591193253,-5.02494591193253
D343-0069,-6.98459897921579,-5.02489897921579
2423-3923,-5.43532378919372,-5.02462378919372
8019-7916,-7.52087812344736,-5.02457812344736
T630-1401,-5.98413484408296,-5.02443484408296
C301-4154,-5.02426875103306,-5.02426875103306
G275-1467,-5.93294391729031,-5.02424391729031
G786-1934,-7.1502659086371,-5.0239659086371
S059-0084,-5.11061369150679,-5.02391369150679
Y200-2724,-5.05484221869458,-5.02384221869458
F092-0082,-6.45783713158175,-5.02373713158175
2357-3231,-5.43431388304415,-5.02361388304415
E822-2297,-5.43403465661571,-5.02333465661571
7009-0716,-7.30626955300461,-5.02306955300461
P809-1071,-5.11449292841692,-5.02299292841692
D026-0069,-5.06057627322205,-5.02297627322205
D089-0326,-6.03298805254689,-5.02288805254689
C548-2844,-6.67960439300637,-5.02280439300637
G421-0418,-5.21588978128247,-5.02278978128247
P937-4161,-5.83575780285386,-5.02245780285386
6574-0236,-5.0224423499708,-5.0224423499708
G421-0263,-5.7804426112832,-5.0223426112832
V020-6456,-6.39829709294398,-5.02219709294398
P433-1223,-7.44325993665955,-5.02195993665955
5928-0021,-5.02193398167448,-5.02193398167448
G807-0118,-6.06889686087939,-5.02189686087939
C361-0451,-5.02185139188577,-5.02185139188577
G751-1695,-7.18335433643174,-5.02175433643174
T802-0377,-7.24857510967641,-5.02167510967641
D103-1916,-6.25340311326857,-5.02160311326857
E950-0007,-5.02157938792074,-5.02157938792074
C385-0353,-5.68327900087909,-5.02157900087909
Y041-2874,-7.23622117519325,-5.02152117519325
F689-0505,-5.09705965064795,-5.02145965064795
C137-0513,-5.05509090608227,-5.02119090608227
0988-0037,-6.70459784330417,-5.02109784330417
Y041-2912,-7.57266112088038,-5.02106112088038
V001-4910,-5.04054293213676,-5.02104293213676
Y020-2879,-6.41080512160022,-5.02100512160022
T158-1189,-6.76914607618929,-5.02094607618929
F216-0048,-5.21497872242187,-5.02077872242187
M070-1614,-5.73572010855371,-5.02072010855371
7292-0001,-7.18678810815207,-5.02068810815207
P759-1152,-5.71740345063177,-5.02040345063177
3474-0008,-6.44662405277103,-5.02012405277103
4204-0007,-5.33915105565585,-5.02005105565585
E140-0877,-5.64564005955585,-5.02004005955585
C799-0254,-7.63826989226265,-5.01966989226265
V028-6012,-6.76774867071478,-5.01964867071478
D345-0595,-5.01941709782915,-5.01941709782915
F048-0051,-5.70079998553402,-5.01929998553402
M436-0845,-7.12866901815632,-5.01916901815632
V010-3629,-6.95428763005835,-5.01888763005835
4340-1275,-5.57210176201907,-5.01870176201907
P038-4452,-5.01860775074427,-5.01860775074427
L507-2185,-5.02061007379466,-5.01851007379465
D511-0442,-5.42920328581928,-5.01850328581928
S830-1938,-6.21059687054013,-5.01819687054013
D014-0021,-5.30354011888531,-5.01794011888532
P809-1094,-6.17002163235704,-5.01782163235704
V004-3684,-5.48201256094093,-5.01771256094093
V004-3684,-5.48201256094093,-5.01771256094093
G421-0518,-5.77567594041713,-5.01757594041713
E140-0939,-5.64016697796857,-5.01756697796857
4340-1261,-5.56236819107786,-5.01736819107786
C548-2844,-5.07189691362827,-5.01729691362827
0591-4566,-7.64690945800253,-5.01720945800253
D306-0198,-6.6235537115489,-5.0170537115489
G421-0449,-5.21005195968012,-5.01695195968012
V015-9571,-7.21025568767625,-5.01685568767625
E140-0719,-5.6392906572742,-5.0166906572742
P809-1110,-5.26211587025872,-5.01661587025872
Y020-4016,-7.73969994955239,-5.01639994955239
Y021-0467,-7.04562684867954,-5.01632684867954
C301-6184,-7.45593343458221,-5.01623343458221
C274-1419,-5.91142029726667,-5.01612029726667
V018-3984,-5.24969262649386,-5.01609262649386
C593-1240,-5.37712313091302,-5.01602313091302
G365-0323,-5.42653659440233,-5.01583659440233
G669-1268,-5.01719323014341,-5.01509323014341
F946-0424,-6.99307457750691,-5.01507457750691
G421-0296,-5.7727143180579,-5.0146143180579
Y010-0830,-6.03610229128068,-5.01450229128068
4476-3215,-5.01519534146633,-5.01449534146633
C202-2952,-7.2461579379329,-5.0144579379329
P809-1166,-6.16664406562326,-5.01444406562326
C301-5585,-5.43817066674472,-5.01437066674472
C301-5585,-5.43817066674472,-5.01437066674472
L605-0104,-7.26060900686302,-5.01430900686302
4477-0097,-5.21930774848809,-5.01420774848809
CM4206-1739,-6.45439070880582,-5.01419070880582
L605-0326,-6.61916959837206,-5.01406959837206
S544-0142,-5.42471552922249,-5.01401552922249
M039-0247,-6.50333634193511,-5.01393634193511
G825-0552,-5.01390377508146,-5.01390377508146
5510-0860,-5.65868072563833,-5.01388072563833
M008-7395,-5.23098832606601,-5.01378832606601
G945-0291,-6.8909314910407,-5.0134314910407
K894-1017,-5.03611552402287,-5.01341552402287
D481-0126,-5.56024644356138,-5.01324644356138
T629-2454,-7.17849783929285,-5.01309783929285
M272-1046,-6.09439434567954,-5.01299434567954
P496-2038,-6.81886823895995,-5.01286823895995
Y020-3951,-7.24500194563353,-5.01280194563353
1935-0020,-6.3143922807787,-5.0126922807787
M459-1141,-7.2589887894808,-5.0126887894808
Y041-7024,-5.42338483772658,-5.01268483772658
G717-1464,-7.12492856653168,-5.01252856653168
F670-0065,-5.01252452087668,-5.01252452087668
CM4206-1735,-6.45252219867231,-5.01232219867231
Y080-0136,-6.62581567361104,-5.01211567361104
Y020-9304,-6.65209631710516,-5.01199631710516
C385-0046,-6.28649201680948,-5.01199201680948
6173-0335,-5.50605205494338,-5.01185205494338
S825-1273,-7.55677795538348,-5.01177795538348
E140-0791,-5.63352806738382,-5.01172806738382
CM2409-0425,-7.26023990256517,-5.01153990256517
1588-0399,-6.55604737741526,-5.01144737741526
4076-0085,-5.42419261096809,-5.01129261096809
3030-5157,-5.01115612316453,-5.01115612316453
T629-2127,-7.25676146573853,-5.01086146573853
D454-0029,-6.07944308758513,-5.01074308758513
Y020-4362,-7.61892684871193,-5.01072684871193
Y030-8677,-5.01062311652877,-5.01062311652877
F366-0083,-7.60664294758201,-5.01054294758201
Y010-1265,-5.01044556966746,-5.01044556966746
Y020-0944,-5.07671574709179,-5.01041574709179
E140-1257,-6.72160334565821,-5.01020334565821
M788-0886,-5.01184267808715,-5.00994267808715
2081-1267,-6.62591916963203,-5.00961916963203
D715-2433,-7.15647605815947,-5.00957605815947
8563-1076,-6.93143122339433,-5.00953122339433
P618-0430,-5.00953118820869,-5.00953118820869
G421-0235,-5.76761862599025,-5.00951862599025
4340-1232,-5.55488114279603,-5.00948114279603
G807-0679,-7.595799792397,-5.009199792397
3931-2402,-7.32257082414509,-5.00917082414509
G491-0186,-5.00916536303993,-5.00916536303993
G856-2380,-6.0556476091718,-5.0090476091718
4424-0057,-5.88953232799927,-5.00903232799927
1502-0462,-7.03961950962417,-5.00901950962417
G365-0237,-5.41954762181459,-5.00884762181459
L872-0215,-7.41706703368011,-5.00866703368011
L977-1260,-5.01594249004783,-5.00864249004783
5701-2401,-5.45421447303573,-5.00861447303573
C645-0516,-6.15846275427204,-5.00846275427204
V016-8605,-5.67934471692735,-5.00834471692735
Y021-0139,-5.89941530402628,-5.00821530402628
V013-8172,-6.9147680640089,-5.0081680640089
6049-0134,-5.25260894443745,-5.00810894443745
C720-0020,-5.00803898462402,-5.00803898462402
D724-0623,-5.0078737912562,-5.0078737912562
F059-0996,-5.43469978062416,-5.00779978062416
L895-0308,-5.00777871718638,-5.00757871718637
D718-0207,-6.31793725117614,-5.00753725117614
P801-1491,-6.67129516354413,-5.00749516354413
P809-0829,-6.53903110868674,-5.00723110868674
CM2409-6135,-6.98345748323236,-5.00715748323236
2958-7529,-5.97991064706736,-5.00701064706736
C361-0655,-5.00700111895829,-5.00700111895829
P700-3238,-7.48057929789,-5.00677929789
G631-0409,-5.15133783955895,-5.00673783955895
D472-1045,-6.62918448697641,-5.00638448697641
8003-7700,-6.27482212670762,-5.00602212670762
K286-3575,-6.43739482967365,-5.00599482967365
C303-0486,-7.20655634555424,-5.00595634555424
D038-0259,-5.00591577064564,-5.00591577064564
G717-1363,-6.98112432642041,-5.00582432642041
M597-0135,-6.75153403941043,-5.00573403941043
C736-0389,-5.00722549062202,-5.00562549062202
8002-9757,-6.28319256194824,-5.00519256194824
Y020-0919,-6.38131536881799,-5.00511536881799
P804-1204,-6.50907542962001,-5.00507542962001
6456-0104,-5.04542195829928,-5.00502195829928
Y070-2588,-5.94208062248648,-5.00468062248648
6173-0335,-5.35256066022479,-5.00446066022479
K898-0407,-5.65214903886783,-5.00444903886783
4112-1260,-7.63903670217704,-5.00423670217704
V023-5685,-5.41487758845825,-5.00417758845825
V022-3205,-7.45709065607011,-5.00389065607011
4204-0053,-5.66320997671245,-5.00380997671245
C289-0055,-5.00375637139772,-5.00375637139772
Y041-6146,-5.45181352503953,-5.00361352503953
7591-0495,-5.16406031202396,-5.00356031202396
E984-0065,-5.00335748550084,-5.00335748550084
E822-2073,-5.41396879055176,-5.00326879055176
G491-0198,-5.00320650933534,-5.00320650933534
V004-9033,-5.41371970770051,-5.00301970770051
L605-0493,-7.65470430416347,-5.00300430416347
V016-9981,-5.71576941840645,-5.00266941840645
3448-5583,-7.5205794348018,-5.0024794348018
V031-1599,-5.96563468334608,-5.00213468334608
V014-6872,-7.56259549180004,-5.00209549180004
F656-0425,-5.0024280668511,-5.0020280668511
G340-0749,-7.64442455065014,-5.00172455065014
D205-0408,-5.5153481275378,-5.0015481275378
3237-0185,-5.27476614076233,-5.00146614076233
F507-0198,-6.28352716797974,-5.00142716797974
T835-0445,-5.00957750414309,-5.00137750414309
J106-0102,-7.68170522434741,-5.00130522434741
G856-1909,-6.74728441617501,-5.00108441617501
E140-0879,-6.84067721423127,-5.00097721423127
C301-8279,-5.00096014752874,-5.00096014752874
M564-0110,-5.60015030702242,-5.00095030702242
CM2409-0424,-7.24959235086375,-5.00089235086375
V031-1654,-7.49842250751476,-5.00082250751476
E554-0218,-6.65255586950148,-5.00065586950148
L977-0955,-7.61313199379163,-5.00063199379163
L605-0102,-7.65231907117467,-5.00061907117467
F092-0518,-6.45455202409205,-5.00055202409205
G491-0128,-5.00021051234321,-5.00021051234321
Y070-2588,-6.14581820042398,-5.00011820042398
M564-0099,-5.79737825872917,-5.00007825872917
4204-0025,-5.72399278889064,-4.99999278889064
F725-0716,-6.57964405713043,-4.99974405713043
3683-0816,-5.00253112178941,-4.99973112178941
V028-9435,-5.18868256126421,-4.99968256126421
4340-1267,-5.55245882218621,-4.99965882218621
8006-1589,-6.98309991139789,-4.99959991139789
4341-0008,-5.41066926116762,-4.99956926116762
7919-0033,-5.51042016124334,-4.99952016124334
F059-0576,-6.2037909895927,-4.9994909895927
P809-1080,-6.15156139500319,-4.99936139500319
E140-0752,-5.66723284852465,-4.99923284852465
P809-0876,-5.09063805006121,-4.99913805006121
CM4206-1786,-6.43920695198147,-4.99900695198147
F689-0183,-5.07541688448081,-4.99891688448081
Y020-9689,-4.99874074212897,-4.99874074212897
T762-0320,-5.62442122101558,-4.99872122101558
E822-0108,-5.40903284540561,-4.99833284540561
P809-1012,-5.63960127925015,-4.99830127925015
P422-0352,-7.35953780417193,-4.99813780417193
1080-0789,-7.03788726583644,-4.99808726583644
F264-0251,-6.9070727922748,-4.9980727922748
Y020-5381,-6.38785618325969,-4.99805618325969
S057-0003,-5.40870064426396,-4.99800064426396
E734-2626,-6.45168833430746,-4.99788833430746
4055-0109,-4.99748506718394,-4.99748506718394
P809-0853,-6.14952541671802,-4.99732541671802
M788-4663,-4.99937992174826,-4.99727992174826
Y041-3864,-6.21412206899948,-4.99722206899948
J006-2586,-5.53279705553761,-4.99719705553761
4401-0061,-7.54899324219571,-4.99719324219571
C390-0477,-5.40774991885301,-4.99704991885301
Y020-1790,-7.59760404674141,-4.99690404674141
P937-4038,-5.81642932108782,-4.99662932108782
7627-0146,-5.30162886309537,-4.99662886309537
4582-0255,-6.52562049824982,-4.99662049824982
G639-0033,-5.40713519398092,-4.99643519398092
J006-2586,-5.53198131731372,-4.99638131731372
G857-0121,-5.03485562939937,-4.99635562939937
E140-0876,-6.8360130098817,-4.9963130098817
Y200-6674,-5.95479826868867,-4.99529826868867
G807-0905,-6.64337804924111,-4.99517804924111
S247-0084,-5.32221317604854,-4.99511317604854
0490-5718,-5.4422978559969,-4.9948978559969
V015-0713,-6.05951561211,-4.99431561211
Y041-5195,-5.40575590813948,-4.99425590813948
1058-0082,-7.00759237988785,-4.99399237988785
M414-0476,-6.33856581418519,-4.99376581418519
G856-5936,-5.15698981356872,-4.99348981356872
8020-4813,-6.61525100783069,-4.99335100783069
T835-0445,-7.53033842360964,-4.99333842360964
T629-0589,-7.50125970849319,-4.99325970849319
D718-1353,-6.71554422334996,-4.99324422334996
E894-0867,-4.99284111710256,-4.99284111710256
4483-1414,-4.99280910735052,-4.99280910735052
P809-0811,-5.08429953258925,-4.99279953258925
G275-1439,-6.2637462114793,-4.9926462114793
C766-0001,-5.42991977992539,-4.99251977992539
C265-0292,-4.99248178740562,-4.99248178740562
D074-0018,-5.36043624497663,-4.99243624497663
3679-1342,-5.01004866994504,-4.99234866994504
P809-0941,-6.14426701642947,-4.99206701642947
V014-6034,-7.35023907468877,-4.99203907468877
D330-1650,-7.58111778073568,-4.99181778073568
D337-0841,-5.6370399917932,-4.9916399917932
8005-6419,-7.14540238304533,-4.99150238304533
V016-9981,-5.70460125026826,-4.99150125026826
G275-2085,-6.84698596742657,-4.99138596742657
Y040-1693,-7.26906952721642,-4.99136952721642
V028-9358,-6.93106779584394,-4.99136779584394
D635-0008,-6.2502540529064,-4.9913540529064
Y041-6289,-5.88393404477342,-4.99123404477342
L605-0256,-7.511529397359,-4.990729397359
6457-0005,-6.42768284109667,-4.99068284109667
G797-0054,-6.48903633468775,-4.99063633468775
Y200-0453,-5.78896576119516,-4.99056576119516
K832-2576,-7.27416260745941,-4.99046260745941
E822-0289,-5.40116249693576,-4.99046249693576
CM2409-6135,-6.96657426442683,-4.99027426442683
E140-0150,-7.6428495264434,-4.9901495264434
G731-0289,-5.86004707238137,-4.99014707238137
Y021-0865,-7.01533736452205,-4.99003736452205
Y200-3056,-4.99001196818355,-4.99001196818355
F788-0136,-4.98998560839693,-4.98998560839693
3161-0485,-5.23399071681692,-4.98989071681692
E140-0121,-7.64257744224119,-4.98987744224119
G887-0846,-6.85095297472419,-4.98965297472419
6383-0904,-5.94178623326801,-4.98948623326801
Y070-4908,-5.94051376968247,-4.98941376968247
3174-0969,-6.91268235262026,-4.98938235262026
V030-1334,-5.17892900957826,-4.98932900957826
Y020-2672,-5.05560244162683,-4.98930244162683
5594-2237,-6.10623534234339,-4.98863534234339
5594-2237,-6.10623534234339,-4.98863534234339
J006-2588,-6.42699376481314,-4.98849376481314
F485-0696,-5.01979025197567,-4.98839025197567
P433-1209,-7.4096457994729,-4.9883457994729
M400-0178,-6.02311488882346,-4.98831488882346
L364-0070,-6.60147654163941,-4.98827654163941
3474-0003,-7.5745134637876,-4.9881134637876
D433-1828,-6.73429823151299,-4.98809823151299
1824-0075,-7.03344531474841,-4.98774531474841
Y020-7207,-6.37738587355208,-4.98758587355208
G732-2425,-4.98758093868659,-4.98758093868659
F668-0383,-5.38141488443616,-4.98741488443616
Y031-0628,-4.98701280167422,-4.98701280167422
G421-0009,-5.74482364205562,-4.98672364205562
G421-0269,-5.74451960862895,-4.98641960862895
F689-0075,-6.48370060713815,-4.98640060713815
G595-0422,-4.98633634760593,-4.98633634760593
P801-0521,-5.02316026328813,-4.98626026328813
D216-2138,-5.01103713876458,-4.98623713876458
3254-4449,-5.39689848113131,-4.98619848113131
4058-0355,-6.01732047533944,-4.98612047533944
4058-0355,-6.01732047533944,-4.98612047533944
3161-0518,-5.23013599822438,-4.98603599822438
D501-0109,-4.98597267853071,-4.98597267853071
P809-0652,-5.59656172713872,-4.98586172713872
Y040-3555,-6.71895819578568,-4.98585819578568
K807-1132,-5.22565142358457,-4.98585142358457
K807-1132,-5.22565142358457,-4.98585142358457
D058-0266,-6.82824130988425,-4.98574130988425
G491-0207,-4.98566473509196,-4.98566473509196
V007-7897,-7.35096754200255,-4.98536754200255
T652-0297,-5.601119062379,-4.985119062379
Y080-0280,-6.31699916496291,-4.98499916496291
V010-4268,-5.39569681766097,-4.98499681766097
G732-0136,-4.98692173228224,-4.98492173228224
Y040-1628,-6.38171118069266,-4.98481118069266
C593-1240,-5.44953144743081,-4.98473144743081
G421-0143,-5.7425753914055,-4.9844753914055
M272-1076,-6.06575062553507,-4.98435062553507
D392-0187,-5.39361940070372,-4.98431940070372
M400-0145,-5.68717508225302,-4.98407508225302
3161-0467,-5.14754421327205,-4.98404421327205
1679-1160,-6.6295878900987,-4.9839878900987
D491-5014,-5.82826302175942,-4.98376302175942
L094-3695,-6.41277312953175,-4.98347312953175
S615-0303,-5.39360517738403,-4.98290517738403
3039-0163,-6.40400193235326,-4.98280193235326
3161-0498,-5.82536391480477,-4.98266391480477
2374-0075,-5.60332010058596,-4.98262010058596
K832-2962,-6.1616090657012,-4.9826090657012
4076-0079,-5.40550305460582,-4.98250305460582
G365-0253,-5.39316486308768,-4.98246486308768
Y020-4145,-5.01008438293232,-4.98208438293232
4341-0044,-5.88933842313729,-4.98203842313729
Z237-1259,-4.98188637188237,-4.98188637188237
G877-0078,-5.60464779897159,-4.9817477989716
1000-0460,-5.8281303997686,-4.9817303997686
G365-0202,-5.39239711630411,-4.98169711630411
F689-0406,-5.79754595026498,-4.98164595026498
6940-0056,-7.57168244780931,-4.98158244780931
P706-0374,-4.98137517052012,-4.98137517052012
G275-1020,-5.39179732735847,-4.98109732735847
V030-3363,-7.25564817919453,-4.98104817919453
F048-0752,-5.22863708944048,-4.98103708944048
V004-5773,-5.3917347518751,-4.9810347518751
P809-1113,-6.1331909489712,-4.9809909489712
G856-7235,-5.47362742499813,-4.98092742499813
Y020-8127,-6.37061776779061,-4.98081776779061
D074-0130,-5.3486570795148,-4.9806570795148
L364-0202,-6.55101887785525,-4.98021887785525
K832-1119,-7.55737703618187,-4.98017703618187
Y020-8021,-4.98448609901664,-4.98008609901664
V015-2458,-4.97996512185617,-4.97996512185617
D718-0049,-7.24947037193367,-4.97967037193367
V016-4673,-5.97245224207795,-4.97965224207795
V030-3363,-7.25406938262689,-4.97946938262689
C265-0305,-4.985389450501,-4.979389450501
3389-2295,-6.36903190604836,-4.97923190604836
8006-2729,-4.97933476831986,-4.97903476831986
K807-1208,-4.97880406269673,-4.97880406269673
C498-0640,-7.25954033955707,-4.97874033955707
G330-0322,-6.53953183272829,-4.97863183272829
Y031-4209,-4.98487383427768,-4.97837383427768
C265-0249,-4.97836306435999,-4.97836306435999
V016-3655,-6.50060565953453,-4.97820565953453
3329-3781,-4.97998931260896,-4.97818931260896
Y020-8551,-7.49666659568568,-4.97796659568568
E822-0030,-5.3886502914408,-4.9779502914408
C226-1196,-7.28363060776291,-4.97783060776291
G845-0165,-5.75104905984977,-4.97774905984977
C390-0122,-5.38710515694063,-4.97770515694063
V022-3088,-6.01012158408651,-4.97752158408651
G717-1490,-7.17755707664786,-4.97745707664786
P895-0249,-4.97740283300916,-4.97740283300916
G639-0886,-5.29177381002606,-4.97737381002606
Y041-2888,-5.38792829215589,-4.97722829215589
V007-4364,-7.03470254421831,-4.97710254421831
V020-6456,-5.58212232329553,-4.97702232329553
L010-0247,-7.10276672212916,-4.97696672212916
L713-0973,-6.53405312842971,-4.97695312842971
L977-1118,-6.6339511221709,-4.9768511221709
D043-0176,-5.4745967376247,-4.9765967376247
S383-2333,-5.38692807697634,-4.97622807697634
5556-0293,-6.76708643509334,-4.97618643509334
F210-0054,-7.65861061601343,-4.97611061601343
2322-1954,-5.38653842793662,-4.97583842793662
F406-0594,-7.21686753805478,-4.97576753805478
6457-0018,-6.23714580747103,-4.97554580747103
E140-0733,-6.65675577222289,-4.97545577222289
3232-0229,-6.65183544318369,-4.97543544318369
Z218-2214,-5.38606967220273,-4.97536967220273
Y021-0621,-4.97489619530248,-4.97489619530248
Y020-0950,-6.36465092952001,-4.97485092952001
V016-4660,-5.25995993945744,-4.97445993945744
6173-0335,-5.46864882245486,-4.97444882245486
7591-0495,-6.34805913784668,-4.97425913784668
L977-0022,-6.85364829002554,-4.97424829002554
G365-0283,-5.85479804621093,-4.97409804621093
E201-0346,-4.97405413685245,-4.97405413685245
K894-0210,-4.98262209717012,-4.97392209717012
4340-0066,-5.85441684526473,-4.97391684526473
E140-0033,-5.64187699850315,-4.97387699850315
Y041-6331,-5.38433222846782,-4.97363222846782
4582-0255,-6.50259036397216,-4.97359036397216
D389-0838,-7.60608558149025,-4.97358558149025
L879-0053,-5.01165274390166,-4.97325274390166
4076-0082,-5.38737673957886,-4.97317673957886
C125-1155,-7.04836847685258,-4.97316847685258
4076-0301,-5.3862471479132,-4.9731471479132
G731-0019,-5.48423523647599,-4.97303523647599
G275-1875,-5.56630907633535,-4.97300907633535
D336-6946,-4.97297163323859,-4.97297163323859
Y030-8592,-4.98131600079887,-4.97291600079887
C174-0485,-6.08101090862349,-4.97291090862349
G807-0668,-7.55942032170836,-4.97282032170836
V019-4782,-5.30957052776001,-4.97257052776001
8020-4979,-6.70304199701433,-4.97244199701433
C390-0488,-5.3831405088869,-4.9724405088869
F048-0640,-7.06226900470792,-4.97226900470792
G275-1823,-6.71486652494156,-4.97226652494156
J006-2721,-6.41070381154172,-4.97220381154172
4597-0430,-5.16575994174849,-4.97215994174849
G856-1739,-4.97688133882038,-4.97198133882038
D223-0547,-7.39634644300376,-4.97194644300376
G365-0421,-5.31264687037286,-4.97184687037286
C679-2548,-6.93643453951481,-4.97173453951481
G731-0361,-5.65799696673061,-4.97169696673061
Y020-2578,-6.36148281729303,-4.97168281729303
V010-5180,-5.38227707206053,-4.97157707206053
Y040-5295,-6.04991368363439,-4.97151368363439
Z250-1351,-7.07529606160953,-4.97129606160953
P759-1349,-5.38181734732346,-4.97111734732346
G421-0271,-5.7291530221761,-4.9710530221761
S062-1181,-5.38140210838677,-4.97070210838677
L605-0033,-7.69581578636412,-4.97051578636412
F092-0404,-6.362174668136,-4.970474668136
P898-0207,-5.3622604125142,-4.9704604125142
S368-0898,-4.97043391391169,-4.97043391391169
2368-1289,-6.81032473593226,-4.97042473593226
0422-0104,-6.47198642725452,-4.97028642725452
Y020-2380,-5.23087929001511,-4.97027929001511
L540-7554,-6.04275309328853,-4.97015309328853
5069-0079,-7.4490459092859,-4.9700459092859
F048-0483,-5.27846581434642,-4.96986581434642
G421-0118,-6.70300939320881,-4.96980939320881
E213-1140,-4.96975063671784,-4.96975063671784
F264-0317,-4.96970738312729,-4.96970738312729
P809-0948,-6.12190574985357,-4.96970574985357
G719-1101,-5.5724260838317,-4.9696260838317
G072-1878,-5.1827791068258,-4.9695791068258
3972-1999,-6.11526384688053,-4.96946384688053
P759-1216,-5.93352498720817,-4.96942498720817
G421-0150,-5.72744442718819,-4.96934442718819
G751-4410,-5.06044085580389,-4.96934085580389
L977-1343,-7.02447661963424,-4.96927661963424
T829-1258,-5.02253415287078,-4.96923415287078
3679-1404,-4.98678219366882,-4.96908219366882
D358-1140,-4.96898371946918,-4.96898371946918
Y020-2669,-6.3587523607065,-4.9689523607065
L879-0003,-5.00944687140534,-4.96894687140534
T835-0640,-7.63504353810272,-4.96884353810272
Y020-0179,-6.68072893244117,-4.96882893244117
Y040-2284,-7.66711704147042,-4.96881704147042
Y021-0626,-7.66081977170908,-4.96871977170908
3329-3781,-4.97047971964739,-4.96867971964739
G275-1862,-5.43432019488457,-4.96842019488457
V021-1476,-6.53560648493511,-4.96830648493511
Y200-2853,-5.95539913923041,-4.96799913923041
4640-0024,-4.96784410132354,-4.96784410132354
Y070-2558,-5.52675799463356,-4.96775799463356
CM2409-0424,-7.21243262419593,-4.96773262419593
E140-0913,-6.64146488569467,-4.96746488569467
S651-0674,-6.15760198849582,-4.96740198849582
R092-0051,-7.06002510872367,-4.96732510872367
P597-0031,-6.81467053773104,-4.96707053773104
V024-3337,-5.28184576271229,-4.96674576271229
1900-3040,-6.08907740716746,-4.96657740716746
C358-0073,-4.96620364286975,-4.96620364286975
G856-7214,-5.53885020646146,-4.96615020646146
C592-3880,-7.5735884392968,-4.9659884392968
CM4206-1786,-5.49128625614828,-4.96598625614828
E140-1029,-6.67898318468477,-4.96598318468477
5236-0024,-5.95629889229574,-4.96589889229574
S616-8431,-6.52533305349626,-4.96563305349626
Y041-6146,-5.41347141628792,-4.96527141628792
7527-0073,-7.41670273658837,-4.96520273658837
7527-0073,-7.41670273658837,-4.96520273658837
F047-0963,-4.9650915574454,-4.9650915574454
V016-8652,-6.0922530335349,-4.9650530335349
6359-0006,-6.82237205152901,-4.96497205152901
G430-1314,-6.69448114401698,-4.96488114401699
S039-3691,-6.7612976467821,-4.9647976467821
Y020-7710,-5.87463042108472,-4.96453042108472
D205-0357,-5.52251418909577,-4.96451418909577
V031-1567,-7.46818816369423,-4.96428816369423
Y020-2676,-6.35408252994832,-4.96428252994832
D718-1111,-5.39630713513725,-4.96410713513725
P809-0703,-5.2215672609027,-4.9640672609027
