file,r_i_glide_gscore,r_i_docking_score
5629-0486,-7.77365708394684,-7.77315708394684
K227-0355,-7.77277309724259,-7.77277309724259
M976-0172,-9.82355470456758,-7.77275470456758
G595-0976,-7.77272565289103,-7.77272565289103
P071-0539,-7.7726363447038,-7.7726363447038
C888-0416,-7.77256579846924,-7.77256579846924
F389-0096,-7.77247221046856,-7.77247221046856
C090-0223,-7.77224647470567,-7.77224647470567
K832-0714,-7.77216475985319,-7.77216475985319
L834-1192,-7.77203749282968,-7.77203749282968
3771-9683,-7.77202212194044,-7.77202212194044
G357-2989,-7.77186783780567,-7.77186783780567
C611-0650,-7.79281385884575,-7.77181385884575
G856-0784,-7.77176371454009,-7.77176371454009
G192-0236,-8.18239519308022,-7.77169519308022
D412-0557,-7.77886508451376,-7.77166508451376
S062-0100,-8.18229666880172,-7.77159666880172
C593-0034,-7.77159017886273,-7.77159017886273
J108-0237,-7.77145052486873,-7.77145052486873
V006-3888,-7.77186048842222,-7.77136048842222
V007-7897,-7.85943730829704,-7.77123730829704
P804-0065,-8.03060839044845,-7.77120839044845
3172-0710,-7.77110158909507,-7.77110158909507
Y041-2510,-7.77084232867332,-7.77084232867332
Y020-4370,-7.77713434945611,-7.77083434945611
F616-0043,-7.77082493905982,-7.77082493905982
V017-6676,-7.77069904257684,-7.77069904257684
R382-0062,-7.86217916670936,-7.77067916670936
5596-0334,-7.99574304995868,-7.77054304995868
C593-0020,-7.77085251646709,-7.77045251646709
8020-3717,-7.77045080753297,-7.77045080753297
6187-1937,-7.77038849249204,-7.77038849249204
F652-0752,-7.77037411060342,-7.77037411060342
1326-1203,-7.77008605980598,-7.77008605980598
8341-0190,-7.77004423438059,-7.77004423438059
Y020-4323,-7.7699308618351,-7.7699308618351
S553-0497,-7.93932764904672,-7.76992764904672
C200-5597,-7.7699190476203,-7.7699190476203
Y041-6920,-7.79466893879812,-7.76976893879812
R052-1729,-7.76962312855579,-7.76962312855579
P814-5391,-7.76954932355092,-7.76954932355092
G420-0218,-7.76954657809975,-7.76954657809975
G281-1678,-8.61212510429598,-7.76942510429598
L428-0370,-7.76924652458383,-7.76924652458383
F471-0032,-7.76991267820493,-7.76921267820493
F373-0557,-7.76920572966782,-7.76920572966782
D086-0093,-8.24848694777849,-7.76918694777849
4986-0816,-7.76910065837541,-7.76910065837541
G721-0521,-7.76894279624946,-7.76894279624946
F601-0044,-7.76893734703083,-7.76893734703083
P071-0717,-7.76890821585158,-7.76890821585158
G717-2380,-7.79489977423871,-7.76889977423872
Y020-7507,-7.76928011828547,-7.76888011828547
G365-0335,-8.15045709655922,-7.76885709655922
D727-0723,-8.17945835118405,-7.76875835118405
P814-4034,-7.77829808231727,-7.76869808231727
L932-0267,-7.78148705292294,-7.76868705292294
V017-6538,-7.76856746702752,-7.76856746702752
C597-0657,-7.76847134276635,-7.76847134276635
G833-0212,-7.76829905121592,-7.76829905121592
8005-9627,-7.76828962118481,-7.76828962118481
C593-0750,-7.76807487711174,-7.76807487711174
G656-0897,-7.76791697467099,-7.76791697467099
D341-0048,-7.76790969394293,-7.76790969394293
G417-0126,-7.76782953528952,-7.76782953528952
M115-0503,-7.76777724422622,-7.76777724422622
3453-1381,-7.76771526324839,-7.76771526324839
F143-0397,-7.767597533213,-7.767597533213
4358-1128,-7.76735558319952,-7.76735558319952
D367-0434,-7.76731730867441,-7.76731730867441
Y080-1076,-7.8097041634954,-7.7672041634954
F839-0283,-7.7671689444017,-7.7671689444017
V016-4081,-8.08137862906507,-7.76707862906507
Y020-7495,-7.76705615332144,-7.76705615332144
K786-8502,-7.77025458660526,-7.76705458660526
D367-0407,-7.76705446958517,-7.76705446958517
8020-2956,-7.77623219574945,-7.76703219574945
3394-0307,-7.76702740456518,-7.76702740456518
3091-4646,-7.76698594810549,-7.76698594810549
2323-2348,-8.18067879877207,-7.76697879877207
6187-1895,-7.76693816646392,-7.76693816646392
5311-0348,-7.76687755516054,-7.76687755516054
F353-0222,-7.7670528980353,-7.7667528980353
C618-0072,-7.76670033854825,-7.76670033854825
F808-0480,-7.7666926849313,-7.7666926849313
D367-0205,-7.76668473656779,-7.76668473656779
C593-1258,-7.80608148692876,-7.76658148692876
G642-6580,-7.76655662565374,-7.76655662565374
8020-4574,-7.88161847787424,-7.76641847787424
P611-0504,-7.76682798942508,-7.76622798942508
V028-0459,-7.76612413662676,-7.76612413662676
8002-4585,-7.7659301463697,-7.7659301463697
D074-0273,-8.22552688129977,-7.76592688129977
2174-0444,-7.76562458651035,-7.76562458651035
Y070-2890,-7.76546647677948,-7.76546647677948
Y020-7999,-7.77678048402924,-7.76538048402924
7706-1072,-7.76511511127177,-7.76511511127177
7062-0784,-7.76507617769613,-7.76507617769613
P597-1515,-7.82168324997312,-7.76498324997312
V023-8778,-7.81793480758303,-7.76473480758303
K227-0295,-7.76470634353816,-7.76470634353816
D727-0881,-8.21180124989356,-7.76460124989356
J106-0508,-7.77345792300732,-7.76445792300732
C612-0456,-7.76438953873172,-7.76438953873172
E139-0041,-7.77112681932572,-7.76412681932572
6025-5983,-8.18927365498373,-7.76397365498373
6025-5983,-8.18927365498373,-7.76397365498373
0833-0568,-7.76389557845228,-7.76389557845228
Y020-1393,-7.76376657061143,-7.76376657061143
C390-0692,-8.17446651774321,-7.76376651774321
3175-0744,-7.76374460052809,-7.76374460052809
M272-1352,-7.76365705323572,-7.76335705323572
P814-4810,-7.76335034123614,-7.76335034123614
Z250-1374,-7.7806430190994,-7.7633430190994
K906-4573,-7.76332310087421,-7.76332310087421
P804-1273,-8.19014226101371,-7.76324226101371
C498-0488,-7.76314893703395,-7.76314893703395
S553-1024,-9.38746944587036,-7.76296944587036
E139-0084,-7.76278976136173,-7.76278976136173
G433-0973,-7.76917739879402,-7.76277739879402
G192-0582,-8.17330974896977,-7.76260974896977
D727-0843,-8.17321602372636,-7.76251602372636
2062-0341,-7.76219214444925,-7.76219214444925
1894-9020,-7.76218250996784,-7.76218250996784
G491-0179,-7.76209723745329,-7.76209723745329
F953-0889,-8.09358328986633,-7.76198328986633
F076-0582,-7.7619108876127,-7.7619108876127
L880-0307,-7.76181400973816,-7.76181400973816
K227-0373,-7.76156870108601,-7.76156870108601
V030-9115,-7.7615089218594,-7.7615089218594
D240-0002,-7.76150881196602,-7.76150881196602
8003-3363,-7.76519328884234,-7.76149328884234
L995-0762,-7.85685731301426,-7.76145731301426
C369-0391,-7.76176948881103,-7.76136948881103
G365-0459,-8.17206810226601,-7.76136810226601
D367-0442,-7.76122265447514,-7.76122265447514
D074-0526,-8.17192221747492,-7.76122221747492
C593-0659,-7.81603851789431,-7.76093851789431
M177-0376,-7.76333061080909,-7.76093061080909
C365-0029,-7.91838623359393,-7.76088623359393
G192-0743,-8.17149841756785,-7.76079841756785
Z237-0361,-7.76072492460849,-7.76072492460849
3381-0037,-7.76069577548419,-7.76069577548419
FF01-4909,-7.76183301230768,-7.76043301230768
V031-1498,-8.19101671946851,-7.76031671946851
C593-0808,-7.76039145154026,-7.76019145154026
G433-0856,-7.77496312202935,-7.76016312202935
F454-0186,-7.76010269975311,-7.76010269975311
K894-1581,-7.7806605414988,-7.7598605414988
E959-0955,-7.76464662505971,-7.75984662505971
V011-2470,-7.75967851645469,-7.75967851645469
S341-0597,-7.75964315347225,-7.75964315347225
G491-0158,-7.76528928216219,-7.75958928216219
V015-9571,-7.84693504913326,-7.75953504913326
M508-0641,-7.90384498076917,-7.75934498076917
C515-0037,-7.75929887980318,-7.75929887980318
E475-0075,-7.7592521717083,-7.7592521717083
C564-0084,-7.75896015834956,-7.75896015834956
J108-0320,-7.75895095785763,-7.75895095785763
S247-0084,-8.28523478650705,-7.75883478650705
S605-0166,-8.07848721021658,-7.75878721021658
3212-1222,-7.77756166074116,-7.75876166074116
4555-0121,-7.75874198644542,-7.75874198644542
P613-0356,-7.75922630047365,-7.75872630047365
E760-7099,-7.75858744793609,-7.75858744793609
F366-0441,-7.75936902372725,-7.75856902372725
D143-0190,-7.75819703930309,-7.75819703930309
Y041-2390,-7.7581635020421,-7.7581635020421
8006-1589,-7.77904117004144,-7.75784117004144
C920-1179,-7.75783065984891,-7.75783065984891
S641-0188,-8.91203531957846,-7.75763531957846
P611-0335,-7.75812881088421,-7.75762881088421
5629-0620,-7.75741591505415,-7.75741591505415
5311-0349,-7.75722403571263,-7.75722403571263
M976-0057,-7.75708583679552,-7.75708583679552
4264-0106,-7.75706062395193,-7.75706062395193
C240-0018,-7.75684453783322,-7.75684453783322
J012-2195,-7.75682552819187,-7.75682552819187
6187-1682,-7.75671600234396,-7.75671600234396
Y041-6287,-8.16735256812013,-7.75665256812013
4013-0131,-7.81227015491679,-7.75657015491679
G669-0232,-7.75654456208009,-7.75654456208009
G365-0275,-8.16721461064255,-7.75651461064255
G639-0937,-8.07077768878672,-7.75637768878672
E139-0746,-7.76283769911362,-7.75613769911362
F380-0064,-7.75575690219494,-7.75575690219494
F076-0099,-7.75563109120103,-7.75563109120103
E667-0205,-7.75556494905034,-7.75556494905034
8020-3067,-7.75535318161881,-7.75535318161881
F059-0908,-8.13952696723321,-7.75532696723321
P814-4796,-7.75531043162535,-7.75531043162535
V005-8191,-7.75530935672952,-7.75530935672952
F485-0663,-7.78678625442025,-7.75528625442025
P349-2355,-7.7552460782406,-7.7552460782406
0237-0004,-7.76562815210285,-7.75512815210285
Z250-1311,-7.77206267149282,-7.75496267149282
F742-0177,-7.75492460484514,-7.75492460484514
E139-0347,-7.75488335760383,-7.75488335760383
J081-0078,-7.75475985140518,-7.75475985140518
J106-0213,-7.76894084657988,-7.75474084657988
C463-0243,-7.754616795057,-7.754616795057
Y040-1640,-7.89621365114134,-7.75461365114134
5238-0037,-7.76124376951363,-7.75444376951363
Z250-1596,-7.77136408189724,-7.75436408189724
D399-0521,-7.7542928501693,-7.7542928501693
Y020-8827,-7.75494720613654,-7.75424720613654
0195-0006,-7.75410378473265,-7.75410378473265
0347-0061,-7.75408495552427,-7.75408495552427
Y040-1636,-7.81682065964306,-7.75402065964306
L605-0289,-7.76021394325089,-7.75381394325089
S324-0001,-7.90487455217685,-7.75377455217685
5629-1127,-7.75372405445282,-7.75372405445282
C697-0093,-7.75370207519983,-7.75370207519983
3174-1409,-8.164186299848,-7.753486299848
3174-1409,-8.164186299848,-7.753486299848
V028-3748,-7.76407229311318,-7.75337229311318
5629-1095,-7.75337210118745,-7.75337210118745
G192-0539,-8.16397046130186,-7.75327046130186
K279-0283,-7.75326572666687,-7.75326572666687
G430-2678,-7.75325304873765,-7.75325304873765
C564-0173,-7.75538349635447,-7.75318349635447
0422-0033,-7.78146034640049,-7.75316034640049
V019-3686,-8.03254746323148,-7.75294746323148
K898-0416,-8.03560813036742,-7.75290813036742
1683-2483,-7.75274131797354,-7.75274131797354
V022-6762,-7.75262329647408,-7.75262329647408
Y020-9472,-7.75251983451791,-7.75251983451791
G199-2098,-9.33706689797186,-7.75216689797186
7913-0572,-7.75202408098946,-7.75202408098946
L857-0956,-8.27486743559858,-7.75176743559858
F019-6076,-7.77040060582906,-7.75170060582906
C620-0334,-7.75148833217883,-7.75148833217883
E139-0640,-7.75806301265482,-7.75136301265482
S596-1373,-7.7604570603852,-7.7513570603852
F145-0640,-7.88731222239448,-7.75121222239448
G199-1528,-8.16695487697069,-7.75115487697069
C926-0223,-7.75114029688095,-7.75114029688095
1967-9176,-7.75109131488064,-7.75109131488064
F059-0536,-7.76343116807052,-7.75103116807052
T368-0544,-7.92778721059697,-7.75098721059697
G192-0540,-8.16164425653456,-7.75094425653456
G265-0872,-7.75086826196785,-7.75086826196785
G656-0580,-7.75078862924692,-7.75078862924692
3253-1781,-8.16594142524087,-7.75054142524087
G808-0534,-7.75027755303094,-7.75027755303094
D315-1749,-7.79615405798343,-7.75025405798343
K788-6644,-8.2236268715467,-7.7502268715467
3697-0211,-8.16083639964909,-7.75013639964909
3697-0211,-8.16083639964909,-7.75013639964909
C652-0068,-7.75000905491055,-7.75000905491055
F550-1990,-7.74991218955021,-7.74991218955021
M976-0057,-7.74970204383274,-7.74970204383274
1514-0326,-7.75138664807001,-7.74968664807001
F808-0687,-7.74963531213515,-7.74963531213515
S638-0156,-7.74961898029944,-7.74961898029944
1348-1565,-7.80585561647697,-7.74935561647697
E201-0232,-7.74929709652109,-7.74929709652109
G192-0819,-8.15983315339316,-7.74913315339316
D143-0164,-7.74903348910711,-7.74903348910711
C502-0499,-7.74941673477229,-7.74901673477229
K227-0605,-7.74886956309751,-7.74886956309751
V024-3983,-7.76753527547834,-7.74883527547834
T834-0124,-7.74865844691544,-7.74865844691544
F127-0228,-7.74861242231148,-7.74861242231148
C547-0791,-7.7484582847195,-7.7484582847195
E475-0429,-7.75225464990656,-7.74825464990656
F454-0049,-7.74818745659455,-7.74818745659455
G639-0945,-8.06258723455158,-7.74818723455158
M272-1285,-7.74837334470735,-7.74817334470735
0342-0297,-7.74806152496292,-7.74806152496292
D358-0914,-7.74794215356841,-7.74794215356841
3254-3813,-8.16051597990868,-7.74781597990868
D143-0336,-7.74860517236083,-7.74780517236083
D143-0172,-7.74756402292119,-7.74756402292119
5629-0344,-7.7475082422025,-7.7475082422025
Z606-2269,-8.06453704495814,-7.74703704495814
6187-1626,-7.74701754667513,-7.74701754667513
G417-0191,-7.74698404365338,-7.74698404365338
7218-1460,-7.76956369002391,-7.74696369002391
F076-0312,-7.74852139659392,-7.74692139659392
P804-1301,-8.15718010308395,-7.74688010308395
V031-1566,-7.8555429679721,-7.7468429679721
C200-7807,-7.74676935724189,-7.74676935724189
Y020-1390,-7.74704974437407,-7.74674974437407
5436-1078,-7.7466261372019,-7.7466261372019
L482-0535,-7.84957234289261,-7.74647234289261
Y070-2915,-7.74645715619267,-7.74645715619267
C593-0764,-7.75214239230184,-7.74634239230184
L880-0240,-7.74634090026656,-7.74634090026656
P804-1315,-8.15642499122456,-7.74612499122456
4896-4720,-7.74774218075292,-7.74604218075292
Z250-1296,-7.76303171540332,-7.74593171540332
V011-3666,-7.74590494717399,-7.74590494717399
G199-3605,-8.14911249862855,-7.74571249862855
V009-8686,-8.79589734149239,-7.74569734149239
D132-0004,-7.81197540826667,-7.74567540826667
G642-6423,-7.74557527504135,-7.74557527504135
7954-4820,-7.74514427282047,-7.74514427282047
C201-1350,-7.74506071964721,-7.74506071964721
3389-0315,-7.75641335029912,-7.74501335029912
F127-0358,-7.74496035562195,-7.74496035562195
Y020-8297,-7.77302310745569,-7.74492310745569
C593-0745,-7.74485740893089,-7.74485740893089
3130-1606,-7.74540511117279,-7.74480511117279
4593-2798,-7.74928951760844,-7.74478951760844
C066-3191,-7.74448329938956,-7.74448329938956
G192-0697,-8.15555777219261,-7.74445777219261
F441-0333,-7.76036902858219,-7.74436902858219
Y020-6915,-8.51746817349076,-7.74436817349076
3277-0304,-7.74433790346696,-7.74433790346696
K405-2846,-7.74459262046733,-7.74429262046733
C151-0471,-7.74427958313166,-7.74427958313166
5227-1056,-7.74422803395132,-7.74422803395132
8539-0573,-7.74421850425129,-7.74421850425129
J108-0107,-7.74409395086597,-7.74409395086597
6144-0258,-7.75788722467248,-7.74388722467248
8341-0092,-7.74365415554517,-7.74365415554517
E856-0187,-7.74362117034941,-7.74362117034941
2368-0560,-7.74359975185449,-7.74359975185449
F808-0518,-7.74356607841045,-7.74356607841045
0584-0433,-7.74673684418595,-7.74343684418595
K832-3800,-7.83050486612473,-7.74340486612473
G755-0481,-7.7498674198361,-7.7433674198361
M008-7378,-7.96053585051161,-7.74333585051161
6466-1726,-7.74306401116879,-7.74306401116879
6466-1726,-7.74306401116879,-7.74306401116879
P184-0090,-7.75204118036665,-7.74304118036665
Y040-1676,-7.7978711936712,-7.7427711936712
F018-2121,-7.74274370406882,-7.74274370406882
D724-0483,-7.9748266326393,-7.7427266326393
S039-3898,-8.54371784677128,-7.74271784677128
E146-0426,-7.74267359254149,-7.74267359254149
3389-2296,-7.80896800216808,-7.74266800216808
2706-0014,-7.74255582861922,-7.74255582861922
8020-3455,-8.37973371240285,-7.74253371240285
C324-2677,-7.74242294747307,-7.74242294747307
F471-0061,-7.74311168063168,-7.74241168063168
Y040-3603,-7.8818037553465,-7.7424037553465
D358-0084,-7.74233074460117,-7.74233074460117
G540-0683,-7.74226040820723,-7.74226040820723
T817-0354,-9.09796461055553,-7.74206461055553
C362-0049,-7.74197387017486,-7.74197387017486
R053-0016,-7.74196127599119,-7.74196127599119
F264-0034,-7.74189312972482,-7.74189312972482
V016-4673,-7.87837618475492,-7.74187618475492
4358-1128,-7.74185070543236,-7.74185070543236
Z250-1298,-7.7589374657439,-7.7418374657439
P666-1603,-7.74391609823422,-7.74181609823422
4564-0191,-7.77794152127176,-7.74174152127176
G642-5805,-7.74143350344691,-7.74143350344691
6415-1340,-7.83482470879583,-7.74142470879583
D718-0332,-7.74170036193701,-7.74130036193701
3232-0363,-7.94168548308774,-7.74118548308774
8003-2182,-7.74090994146894,-7.74090994146894
Z218-0854,-8.1513340477024,-7.7406340477024
1502-0506,-7.74303243400482,-7.74053243400482
Y041-1479,-7.83680948248269,-7.74030948248269
0483-0001,-7.74286230705097,-7.74026230705097
L849-0739,-7.740046062379,-7.740046062379
L834-0620,-7.73994543203188,-7.73994543203188
D367-0179,-7.73987673507952,-7.73987673507952
P168-0032,-7.73983938343301,-7.73983938343301
E139-0493,-7.74183520533581,-7.73973520533581
E898-2309,-7.7396706787764,-7.7396706787764
E760-5478,-7.74015895678572,-7.73965895678572
G706-1665,-8.40788809437293,-7.73958809437293
G856-5528,-7.92063148538819,-7.73953148538819
3174-1111,-8.18153032820276,-7.73933032820277
3174-1111,-8.18153032820276,-7.73933032820277
G420-0250,-7.73932577846847,-7.73932577846847
5436-0892,-7.73912841005844,-7.73912841005844
3331-3286,-7.7390366792787,-7.7390366792787
7062-0646,-7.73873035760641,-7.73873035760641
0133-0083,-7.78937052630832,-7.73867052630832
D358-2516,-7.73822734136417,-7.73822734136417
K088-1568,-7.73812166503542,-7.73812166503542
Y020-1480,-7.73850330317391,-7.73810330317391
D715-1477,-7.73810124704827,-7.73810124704827
8020-2929,-7.97780993103252,-7.73780993103252
8341-0124,-7.73774446710949,-7.73774446710949
C265-0445,-7.73749770027572,-7.73749770027572
G401-0144,-7.74361851727559,-7.73741851727559
6055-0095,-7.73740124085548,-7.73740124085548
C202-3198,-7.75116639381695,-7.73726639381695
3334-5669,-7.78988717200689,-7.73718717200689
Y020-4303,-7.73708405971059,-7.73708405971059
F473-0496,-8.80618016704192,-7.73688016704192
E984-1399,-7.82136461243357,-7.73676461243357
Y020-5461,-7.73645239524895,-7.73645239524895
8003-8074,-7.73635039975509,-7.73635039975509
D443-1981,-7.73626026835583,-7.73626026835583
1185-0831,-7.73625495917139,-7.73625495917139
K306-0666,-7.73604197305535,-7.73604197305535
K227-0541,-7.73595404357383,-7.73595404357383
G717-1404,-7.79562498930435,-7.73582498930435
6187-1751,-7.73577200679436,-7.73577200679436
Y020-7792,-7.77275759085102,-7.73575759085102
P809-1141,-8.13324415441262,-7.73564415441262
L324-1433,-7.73552482727769,-7.73552482727769
T396-0727,-8.76859565294299,-7.73549565294299
G430-2833,-7.74222946394098,-7.73542946394098
F473-0615,-7.95331977160342,-7.73531977160342
E019-1137,-7.73512366282217,-7.73512366282217
